collectId,collectName,collectYear,collectType,collectLevel,collectTexture,detailSize,num,source,seq
2256,清顺治青花云龙纹洗口兽耳瓷瓶,清(1616~1911),瓷器,二级,瓷,高46 口径9.8 腹径13.6 底径15.6,1,旧藏,1616
3280,清嘉庆通宝铜钱,清(1616~1911),钱币,三级,铜,肉径2.43  好径0.6,1,旧藏,1616
4304,清顾绣花鸟册,清(1616~1911),书法、绘画,二级,丝,纵24.9横22.8,10,旧藏,1616
5584,清狮钮白寿山石印,清(1616~1911),玺印符牌,二级,宝玉石,长1.65 宽1.67 通钮高4.77,1,拨交,1616
5840,清青玉蜂,清(1616~1911),玉石器、宝石,二级,宝玉石,长1.85 宽1.3 厚0.85,1,拨交,1616
6352,清浮雕菊花青玉插屏心,清(1616~1911),玉石器、宝石,二级,宝玉石,"长21.4,宽15.5, 厚1.1",1,旧藏,1616
6608,清连珠玉葫芦,清(1616~1911),玉石器、宝石,三级,宝玉石,"高5,腹径1.9",1,拨交,1616
6864,清锯齿叶纹玉碗,清(1616~1911),玉石器、宝石,二级,宝玉石,"口径9.54,底径4.72,高3.3",1,旧藏,1616
7632,清仿姜邦达蝴蛲图轴,清(1616~1911),书法、绘画,三级,纸,纵90.8 横37.8,1,旧藏,1616
8400,清同治粉彩山水纹屏心,清(1616~1911),瓷器,三级,瓷,高38.8 宽25.5,2,旧藏,1616
11728,清天命通宝铜钱,清(1616~1911),钱币,三级,铜,肉径：2.45   好径：0.4  厚：0.28,2,旧藏,1616
11984,清光绪通宝铜钱,清(1616~1911),钱币,三级,铜,肉径2.1    好径0.6   厚0.12,1,旧藏,1616
13264,清十洲尘静西花园各座地盘图样,清(1616~1911),其他,二级,纸,69  110,2,旧藏,1616
15056,清齐白石墨荷图轴,清(1616~1911),书法、绘画,二级,纸,纵177 横47.5,1,征集购买,1616
15312,清姚鼐书札册,清(1616~1911),书法、绘画,二级,纸,纵22 横17,18,征集购买,1616
15568,清吴伟业书札卷,清(1616~1911),书法、绘画,二级,纸,纵18 横792,21,征集购买,1616
17872,清薛怀芦雁图轴,清(1616~1911),书法、绘画,三级,纸,纵125.5 横50.1,1,征集购买,1616
19920,清和亲王弘昼鎏金铜如意,清(1616~1911),铜器,一级,"铜,金",全长39.3厘米、宽5.2～8厘米,1,接受捐赠,1616
20432,清刘统勳楷书御制诗册,清(1616~1911),书法、绘画,二级,纸,,16,征集购买,1616
21200,清蝉形白玉鼻烟壶,清(1616~1911),玉石器、宝石,三级,宝玉石,高4.55 长径3.3 短径1.3,1,征集购买,1616
22480,清胡菊邻刻“子韶游艺”石印,清(1616~1911),玺印符牌,二级,石,高4.3 宽1.7 厚1.7,1,征集购买,1616
23504,清杨继盛谏草拓本,清(1616~1911),书法、绘画,三级,纸,30.5*14.3,1,接受捐赠,1616
23760,清无首挎剑影人,清(1616~1911),皮革,三级,皮革,1、高29.5；2、高30.5；3、高31；4、高31,4,征集购买,1616
24272,清阿弥陀佛像,清(1616~1911),雕塑、造像,三级,铜,通高10.08 座高2.2,1,拣选,1616
26064,清吉祥天母铜像,清(1616~1911),雕塑、造像,三级,铜,通高：9.5,1,拣选,1616
1233,清透雕梅花钮黄寿山石印,清(1616~1911),玺印符牌,二级,宝玉石,长2.2 宽1.3 通钮高2.8,1,旧藏,1616
1489,清内画花鸟玻璃鼻烟壶,清(1616~1911),其他,二级,玻璃,口径1.7 高5.7 宽3.9,1,旧藏,1616
1745,清螺细山水人物黑漆箱,清(1616~1911),漆器,二级,"木,其他有机质","纵37,横21.7,高18.7",1,旧藏,1616
3281,清嘉庆通宝铜钱,清(1616~1911),钱币,三级,铜,肉径2.49  好径0.62,1,旧藏,1616
6353,清阴刻乾隆生冬诗碧玉插屏心,清(1616~1911),玉石器、宝石,二级,宝玉石,"长29.1,宽12.95, 厚0.85",1,旧藏,1616
6865,清荷花莲蓬青玉荷叶杯,清(1616~1911),玉石器、宝石,二级,宝玉石,"高4.7,长11.2,宽8.6",1,旧藏,1616
7121,清仿汉广威将军章,清(1616~1911),玺印符牌,三级,铜,印面长3、宽3,1,拨交,1616
7633,清瑶华道人花卉图轴,清(1616~1911),书法、绘画,三级,纸,纵88 横56.6,1,旧藏,1616
11729,清天命通宝铜钱,清(1616~1911),钱币,三级,铜,肉径：2.68   好径：0.45  厚：0.22,3,旧藏,1616
11985,清光绪通宝铜钱,清(1616~1911),钱币,三级,铜,肉径2.5    好径0.6   厚0.12,1,旧藏,1616
15569,清翁方纲等书札诗翰合卷,清(1616~1911),书法、绘画,三级,纸,纵17 横255,17,征集购买,1616
17873,清上睿桃花山馆图轴,清(1616~1911),书法、绘画,二级,纸,纵83.2 横49.7,1,征集购买,1616
19409,清造冥币铜工具,清(1616~1911),铜器,二级,铜,高8.7，径3.4，孔径1。,1,拣选,1616
19921,清雍正制“玉音”端砚,清(1616~1911),石器、石刻、砖瓦,二级,石,13.4x11.2x2.6,1,接受捐赠,1616
20433,清铁保行草书册,清(1616~1911),书法、绘画,三级,纸,纵22.7横13.6（每开）,14,征集购买,1616
20945,清青花脱胎人物小瓷碗,清(1616~1911),瓷器,三级,瓷,高5 口径10.3 底径4,1,征集购买,1616
21201,清宝相花纹白玉鼻烟壶,清(1616~1911),玉石器、宝石,二级,宝玉石,高6.45 长径4.32 短径2.3,1,征集购买,1616
21713,清蒋茞水墨山水图册,清(1616~1911),书法、绘画,三级,纸,纵12.9横20.3,12,征集购买,1616
22481,清胡菊邻刻“夔”石印,清(1616~1911),玺印符牌,二级,石,高2.55 宽0.65 厚0.65,1,征集购买,1616
23505,清苏轼书金刚经拓本,清(1616~1911),书法、绘画,三级,纸,25.5*14.3,1,接受捐赠,1616
23761,清无首影人,清(1616~1911),皮革,三级,皮革,高34-35,4,征集购买,1616
24273,清释迦牟尼说法像,清(1616~1911),雕塑、造像,三级,铜,通高12.5  座2.6,1,拣选,1616
26065,清菩萨铜像,清(1616~1911),雕塑、造像,三级,铜,高：7.7,1,拣选,1616
1234,清透雕云龙花寿山石印,清(1616~1911),玺印符牌,二级,宝玉石,宽2.4 通钮高5.8,1,旧藏,1616
1490,清内画山水清供玻璃鼻烟壶,清(1616~1911),玻璃器,二级,玻璃,口径1.5 高6.6 宽3.4,1,旧藏,1616
3282,清嘉庆通宝铜钱,清(1616~1911),钱币,三级,铜,肉径2.5  好径0.55,1,旧藏,1616
4562,清李根山居待客图轴,清(1616~1911),书法、绘画,三级,丝,纵298.3 横95.7,1,旧藏,1616
5586,清马钮白寿山石印,清(1616~1911),玺印符牌,二级,宝玉石,长2.3 宽2.26 通钮高7.37,1,拨交,1616
5842,清白玉瑱,清(1616~1911),玉石器、宝石,二级,宝玉石,长7.3 厚1.25,1,拨交,1616
6098,清白玉虎,清(1616~1911),玉石器、宝石,二级,宝玉石,长5.75 宽2.1 厚0.55,1,拨交,1616
6354,清浮雕梅花青玉插屏心,清(1616~1911),玉石器、宝石,二级,宝玉石,"长21.6,宽15.6, 厚1.1",1,旧藏,1616
6610,清碧玉蝉,清(1616~1911),玉石器、宝石,二级,宝玉石,"长4.7,宽1.7,高1.3",1,拨交,1616
6866,清青玉杯,清(1616~1911),玉石器、宝石,二级,宝玉石,"高6,口径9.2,底径4.65",2,旧藏,1616
11730,清天命通宝铜钱,清(1616~1911),钱币,三级,铜,肉径：2.6   好径：0.4  厚：0.2,1,旧藏,1616
11986,清光绪通宝铜钱,清(1616~1911),钱币,三级,铜,肉径2.2    好径0.7   厚0.13,1,旧藏,1616
17874,清人画扇面册,清(1616~1911),书法、绘画,三级,"纸,丝",,8,征集购买,1616
19922,清康熙制绿豆端砚,清(1616~1911),石器、石刻、砖瓦,二级,石,,1,接受捐赠,1616
20434,清人名家书札册,清(1616~1911),书法、绘画,三级,纸,纵22.6横12.1(大小不一),118,征集购买,1616
20946,清乾隆东青釉贯耳瓷瓶,清(1616~1911),瓷器,二级,瓷,高13.5 口径3.9x5.1腹径6.8x8  底径3.9x5,1,征集购买,1616
21202,清白玉鼻烟壶,清(1616~1911),玉石器、宝石,二级,宝玉石,高5.6 长径2.79 短径1.8,1,征集购买,1616
21714,清郑以宁行草书册,清(1616~1911),书法、绘画,三级,纸,纵18.2横23.7,3,征集购买,1616
22482,清潭月色刻西夏文石印,清(1616~1911),玺印符牌,二级,石,高3.65 宽0.93 厚0.93,1,征集购买,1616
23506,清代康有为行书大同书轴,清(1616~1911),书法、绘画,三级,纸,纵245.5横59.7,1,接受捐赠,1616
23762,清双翼鹰爪无首影贴,清(1616~1911),皮革,三级,皮革,高37,1,征集购买,1616
24274,清弟子像,清(1616~1911),雕塑、造像,三级,铜,通高11.3  座2.9,1,拣选,1616
26066,清大威德铜像,清(1616~1911),雕塑、造像,三级,铜,高：12.8   座高：3.3,1,拣选,1616
1235,清浮雕山水花寿山石印,清(1616~1911),玺印符牌,二级,宝玉石,宽1.1 长2.7 高5.3,1,旧藏,1616
1491,清玉带钩,清(1616~1911),玉石器、宝石,二级,宝玉石,宽1.6 长7,1,旧藏,1616
3283,清嘉庆通宝铜钱,清(1616~1911),钱币,三级,铜,肉径2.53  好径0.54,1,旧藏,1616
4563,清周经山水图轴,清(1616~1911),书法、绘画,三级,纸,纵238.2 横105.4,1,旧藏,1616
6355,清玉翎管,清(1616~1911),玉石器、宝石,二级,宝玉石,"长7.8,底径1.5",1,旧藏,1616
6611,清浮雕兰花碧玉镇纸,清(1616~1911),文具,二级,宝玉石,"长15.1,宽3.2,高0.6",1,拨交,1616
6867,清透雕梅螭青玉水丞,清(1616~1911),玉石器、宝石,二级,宝玉石,"长10.5,宽6.72,高3.6",1,旧藏,1616
7123,清信吉铜印,清(1616~1911),玺印符牌,三级,铜,印面1.12x1.52,1,拨交,1616
7635,清代钮嘉荫花卉图轴,清(1616~1911),书法、绘画,三级,纸,纵144 横39.6,1,旧藏,1616
11731,清天聪通宝铜钱,清(1616~1911),钱币,二级,铜,肉径：4.36   好径：0.85  厚：0.27,2,旧藏,1616
11987,清光绪通宝铜钱,清(1616~1911),钱币,三级,铜,肉径2.27 好径0.68 厚0.14,1,旧藏,1616
15315,清龚贤山水轴,清(1616~1911),书法、绘画,二级,纸,纵101.7 横48.9,1,征集购买,1616
17875,清人书札册,清(1616~1911),书法、绘画,三级,纸,,30,征集购买,1616
19923,清田黄石引首印,清(1616~1911),玺印符牌,二级,石,5.3x3.7x1.7,1,接受捐赠,1616
20947,清雍正粉彩福寿瓷盘,清(1616~1911),瓷器,二级,瓷,高5.1 口径25.2 底径16,2,征集购买,1616
21203,清鼓形白玉鼻烟壶,清(1616~1911),玉石器、宝石,二级,宝玉石,高5.3 长径4.75 短径2.1,1,征集购买,1616
21715,明清诸家山水图册,清(1616~1911),书法、绘画,三级,纸,纵18.2横23.7,9,征集购买,1616
22483,清胡菊邻刻“叛斋”石印,清(1616~1911),玺印符牌,二级,石,高3.85 宽1.7 厚1.1,1,征集购买,1616
23507,清何秋江山水页,清(1616~1911),书法、绘画,三级,纸,纵25横17.5,3,征集购买,1616
23763,清花轿影贴,清(1616~1911),皮革,三级,皮革,1、高31.8 宽22.6；2、高23.2 宽20,2,征集购买,1616
24275,清铜无量寿佛像,清(1616~1911),雕塑、造像,三级,铜,通高18 座4.3,1,拣选,1616
24531,清绿度母铜像,清(1616~1911),雕塑、造像,三级,铜,通高17.7 座高3.2,1,拣选,1616
1236,清花寿山石印,清(1616~1911),玺印符牌,二级,宝玉石,宽5.5 高7,1,旧藏,1616
1492,清螭寿纹青玉琀,清(1616~1911),玉石器、宝石,二级,宝玉石,宽2.3 长5.1,1,旧藏,1616
3284,清嘉庆通宝铜钱,清(1616~1911),钱币,三级,铜,肉径2.43  好径0.58,1,旧藏,1616
4308,清缂丝雀雏待饲图卷,清(1616~1911),织绣,二级,丝,"纵32.3,横97.5",1,旧藏,1616
4564,清周左花鸟图轴,清(1616~1911),书法、绘画,三级,纸,纵168.5 横94.6,1,旧藏,1616
5588,清浮雕荷花白寿山石印,清(1616~1911),玺印符牌,二级,宝玉石,小：长3.35 宽3.34 高7.97,2,拨交,1616
6100,清透雕象“喜”字玉偑,清(1616~1911),玉石器、宝石,二级,宝玉石,长7.4 宽4.9 厚0.6,1,拨交,1616
6612,清浮雕菊花青玉镶件,清(1616~1911),玉石器、宝石,二级,宝玉石,"长7.1,宽5.95,高0.5",1,拨交,1616
6868,清菊花白玉碗,清(1616~1911),玉石器、宝石,二级,宝玉石,"口径12,底径7,高3.8",1,旧藏,1616
7380,清仿饕餮纹龙耳铜扁壶,清(1616~1911),铜器,三级,铜,高50.5、腹径29x23.2、口径19.6x14.6、底径20.7x16.7,1,旧藏,1616
7636,清陈冕行书联,清(1616~1911),书法、绘画,三级,纸,纵127.6 横30,2,旧藏,1616
11732,清天聪通宝铜钱,清(1616~1911),钱币,二级,铜,肉径：4.28   好径：0.85  厚：0.32,4,旧藏,1616
11988,清光绪通宝铜钱,清(1616~1911),钱币,三级,铜,肉径2    好径0.7   厚0.1,1,旧藏,1616
15060,清樊圻江浦风帆图卷,清(1616~1911),书法、绘画,一级,纸,纵28.9 横317.3,1,征集购买,1616
15572,清佚名仿陈洪绶行书七言诗轴,清(1616~1911),书法、绘画,三级,纸,纵99.1横31.3,1,征集购买,1616
19924,清竹雕笔筒,清(1616~1911),文具,三级,竹,高15.5 口径13.5,1,接受捐赠,1616
20948,清东青釉瓜楞小瓷花盆,清(1616~1911),瓷器,二级,瓷,高7.5 口径13.2  底径7.1,2,征集购买,1616
21204,清水晶鼻烟壶,清(1616~1911),玉石器、宝石,二级,宝玉石,高9.2 长径7 短径5,1,征集购买,1616
22484,清胡菊邻刻“尔夔”双螭纹石印,清(1616~1911),玺印符牌,二级,石,高3.65 宽1.1 厚1.1,1,征集购买,1616
23508,清韩少婴山水扇面,清(1616~1911),书法、绘画,三级,纸,（一）纵19.5横49(二)纵16.5横49.5,2,征集购买,1616
23764,清家具影贴,清(1616~1911),皮革,三级,皮革,,23,征集购买,1616
24276,清铜毗卢遮那佛像,清(1616~1911),雕塑、造像,三级,铜,通高11.1 座2.5,1,拣选,1616
24532,清祖师铜像,清(1616~1911),雕塑、造像,三级,铜,通高18.7 座高3.5,1,拣选,1616
26068,清双身佛铜像,清(1616~1911),雕塑、造像,三级,铜,通高：8.7   座高：2.5,1,拣选,1616
1237,清透雕树枝钮寿山石印,清(1616~1911),玺印符牌,三级,宝玉石,宽2.1 通钮高3.6,1,旧藏,1616
1493,清蝉形玉琀,清(1616~1911),玉石器、宝石,二级,宝玉石,宽2.8 长4.8,1,旧藏,1616
3285,清道光通宝铜钱,清(1616~1911),钱币,二级,铜,肉径2.63  好径0.65,1,旧藏,1616
4309,清缂丝鸡雏待饲图卷,清(1616~1911),织绣,二级,丝,"纵32.3,横185.1",1,旧藏,1616
4565,清诸昇墨竹图轴,清(1616~1911),书法、绘画,二级,纸,纵196.1 横115.8,1,旧藏,1616
5589,清螭钮白寿山石印,清(1616~1911),玺印符牌,二级,宝玉石,长3.85 宽2.2 通钮高5.04,1,拨交,1616
6101,清透雕“寿”字玉偑,清(1616~1911),玉石器、宝石,二级,宝玉石,肉径5.8 厚0.4,1,拨交,1616
6869,清兽耳雷纹青玉方觚,清(1616~1911),玉石器、宝石,二级,宝玉石,"高11,宽5.4,厚2.5",1,旧藏,1616
8405,清康熙五彩瓷童子像,清(1616~1911),瓷器,三级,瓷,高27.7 肩宽8.8 胸背厚5.5,2,旧藏,1616
11733,清天聪通宝铜钱,清(1616~1911),钱币,二级,铜,肉径：4.31   好径：0.95  厚：0.25,1,旧藏,1616
11989,清光绪通宝铜钱,清(1616~1911),钱币,三级,铜,肉径2.1    好径0.63   厚0.1,1,旧藏,1616
13269,清红珊瑚雕花软镯,清(1616~1911),玉石器、宝石,三级,其他动物质,,3,旧藏,1616
15061,清高岑山阁清秋图卷,清(1616~1911),书法、绘画,一级,丝,纵27.2 横354.3,1,征集购买,1616
15573,清郑燮行书轴,清(1616~1911),书法、绘画,二级,纸,纵109.6横45.3,1,征集购买,1616
17877,清人诗札册,清(1616~1911),书法、绘画,三级,纸,,23,征集购买,1616
19157,清乾隆款斗彩团花盖罐,清(1616~1911),瓷器,二级,瓷,高12.1  口径5.75 腹径11.5 底径6.6,2,征集购买,1616
20437,清崇华吴江远寺图卷,清(1616~1911),书法、绘画,三级,纸,,1,征集购买,1616
21205,清料鼻烟壶,清(1616~1911),玻璃器,二级,玻璃,高6.9 长径4.9 短径2.1,1,征集购买,1616
21717,清华喦行书诗页,清(1616~1911),书法、绘画,三级,纸,纵25.3横51.7,1,征集购买,1616
22485,清胡菊邻刻“宣之”石印,清(1616~1911),玺印符牌,二级,石,高3.85 宽2.95 厚1.65,1,征集购买,1616
23509,清张亨嘉行书团扇,清(1616~1911),书法、绘画,三级,纸,纵19.7横19,1,征集购买,1616
23765,清家具影贴,清(1616~1911),皮革,三级,皮革,1、高18.5 宽27.5,4,征集购买,1616
24277,清释迦牟尼佛像,清(1616~1911),雕塑、造像,三级,铜,通高10.8  座2.7,1,拣选,1616
24533,清鎏金铜祖师像,清(1616~1911),雕塑、造像,三级,"铜,金",通高10.4 座高2,1,拣选,1616
26069,清大白伞盖佛母铜像,清(1616~1911),雕塑、造像,三级,铜,通高：11   座高：2,1,拣选,1616
1238,清花寿山石印,清(1616~1911),玺印符牌,二级,宝玉石,宽2.3 高5.1,1,旧藏,1616
1494,清玉璧,清(1616~1911),玉石器、宝石,二级,宝玉石,径5.1,1,旧藏,1616
3286,清道光通宝铜钱,清(1616~1911),钱币,二级,铜,肉径2.39  好径0.6,1,旧藏,1616
4566,清仿仇英人物故事图轴,清(1616~1911),书法、绘画,三级,丝,纵140.6 横66.8,1,旧藏,1616
5590,清狮钮白寿山石印,清(1616~1911),玺印符牌,二级,宝玉石,长3.4 宽2.13 通钮高5.7,1,拨交,1616
6870,清荷叶青玉水丞,清(1616~1911),玉石器、宝石,二级,宝玉石,"长15.1,宽11.1,高3.2",1,旧藏,1616
7126,清王朝之印铜印,清(1616~1911),玺印符牌,三级,铜,印面1.5x1.68,1,拨交,1616
8406,清乾隆粉彩菊花纹瓷瓶,清(1616~1911),瓷器,三级,瓷,高22.8 腹径9.8  口径6.1  底径5.7,2,旧藏,1616
11734,清天聪通宝铜钱,清(1616~1911),钱币,二级,铜,肉径：3.95   好径：0.95  厚：0.25,1,旧藏,1616
11990,清光绪通宝铜钱,清(1616~1911),钱币,三级,铜,肉径2.22    好径0.6   厚0.1,1,旧藏,1616
13270,清伽楠雕花朝珠,清(1616~1911),竹木雕,三级,竹,,126,旧藏,1616
15062,清永瑆行书诗札卷,清(1616~1911),书法、绘画,三级,纸,纵22 横45,1,征集购买,1616
15318,清王世琛行书王维诗轴,清(1616~1911),书法、绘画,二级,纸,纵108 横56.3,1,征集购买,1616
15574,清陈字人物图轴,清(1616~1911),书法、绘画,二级,纸,纵58.6 横26.4,1,征集购买,1616
17110,清建筑构件,清(1616~1911),石器、石刻、砖瓦,二级,砖瓦,"存长18.5,宽8.4,厚2.8",2,采集,1616
17878,清何绍基隶书卷,清(1616~1911),书法、绘画,二级,纸,纵25.1横309.5,1,征集购买,1616
19158,清乾隆款斗彩瓷花觚,清(1616~1911),瓷器,二级,瓷,高23.9  口径14.9  底径11,1,征集购买,1616
20950,清乾隆白釉暗花三足瓷洗,清(1616~1911),瓷器,二级,瓷,高7.5 口径13.2  底径7.1,2,征集购买,1616
21206,清料内画有盖鼻烟壶,清(1616~1911),玻璃器,二级,玻璃,高7.3 长径3.7 短径1.9,1,征集购买,1616
21718,清范玑设色山水图册,清(1616~1911),书法、绘画,三级,纸,纵23.8横15.5,10,征集购买,1616
22486,清胡菊邻刻“子韶”石印,清(1616~1911),玺印符牌,二级,石,高6.25 宽2.73 厚2.73,1,征集购买,1616
23510,清陈宝琛行书团扇,清(1616~1911),书法、绘画,三级,纸,纵19.3横18.5,1,征集购买,1616
23766,清各种鬼蜮影人,清(1616~1911),皮革,三级,皮革,,52,征集购买,1616
24022,清大持金刚铜佛,清(1616~1911),雕塑、造像,二级,铜,通高16.6 像高13.1,1,拣选,1616
24278,清释迦牟尼说法像,清(1616~1911),雕塑、造像,三级,铜,通高10.3  座2.2,1,拣选,1616
24534,清祖师铜像,清(1616~1911),雕塑、造像,三级,铜,通高11.4 座高2.4,1,拣选,1616
1239,清浮雕山水白寿山石印,清(1616~1911),玺印符牌,二级,宝玉石,宽2.2 高5,1,旧藏,1616
1495,清玉童子,清(1616~1911),玉石器、宝石,二级,宝玉石,高4.6 宽2.9,1,旧藏,1616
3287,清道光通宝铜钱,清(1616~1911),钱币,三级,铜,肉径2.56  好径0.54,1,旧藏,1616
3799,清户部光绪元宝当制钱二十文铜元,清(1616~1911),钱币,三级,铜,径3.21 厚0.2,1,旧藏,1616
6103,清透雕寿禄青玉偑,清(1616~1911),玉石器、宝石,二级,宝玉石,肉径5.95 厚0.4,1,拨交,1616
6359,清透雕苍龙教子青玉带钩,清(1616~1911),玉石器、宝石,二级,宝玉石,"长14.3,宽2.35,厚2.6",1,旧藏,1616
6615,清白玉坠,清(1616~1911),玉石器、宝石,三级,宝玉石,长3.9 宽1.5 厚1.5,1,拨交,1616
6871,清桃式白玉水丞,清(1616~1911),玉石器、宝石,二级,宝玉石,"长6.5,宽6.4,高3.3",1,旧藏,1616
7639,清吴熙载隶书横幅,清(1616~1911),书法、绘画,三级,纸,纵37.2 横133.7,1,旧藏,1616
11735,清天聪通宝铜钱,清(1616~1911),钱币,二级,铜,肉径：4.47   好径：0.85  厚：0.35,1,旧藏,1616
11991,清光绪通宝铜钱,清(1616~1911),钱币,三级,铜,肉径2.25    好径0.65   厚0.15,1,旧藏,1616
13271,清牙雕骷髅念珠,清(1616~1911),牙骨角器,二级,骨角牙,,44,旧藏,1616
15063,清佚名狩猎图卷,清(1616~1911),书法、绘画,三级,丝,纵42 横381,1,征集购买,1616
15575,清石涛古木垂荫图轴,清(1616~1911),书法、绘画,一级,纸,纵175横50.7,1,征集购买,1616
17879,清拓颜真卿张敬因碑卷,清(1616~1911),书法、绘画,三级,纸,纵52.1 横195.2  跋纵52.2  横864,1,征集购买,1616
19159,清咸丰釉里红山水纹四方瓶,清(1616~1911),瓷器,二级,瓷,高30.5  口径9.9x13.4 腹径15.2x11.3   底径9.4x12.8,1,征集购买,1616
19415,清乾隆拱宸堂双耳三足炉,清(1616~1911),铜器,二级,其他金属,通高9.8，腹径18。,1,拣选,1616
20951,清乾隆茶末釉双耳瓷葫芦瓶,清(1616~1911),瓷器,二级,瓷,高25.6 口径2.8腹径13.5  底径8.2,1,征集购买,1616
21207,清茶晶内画有盖鼻烟壶,清(1616~1911),玉石器、宝石,二级,宝玉石,高7.34 长径5.15 短径2.54,1,征集购买,1616
21719,清王撰山水册页,清(1616~1911),书法、绘画,三级,丝,纵24.8横32,8,征集购买,1616
22487,清胡菊邻刻“高尔夔”石印,清(1616~1911),玺印符牌,二级,石,高6.3 宽2.7 厚2.7,1,征集购买,1616
23511,清程庭鹭竹梧清暑图页,清(1616~1911),书法、绘画,三级,纸,纵21.5横22,1,征集购买,1616
23767,清各种景物影贴,清(1616~1911),皮革,三级,皮革,,27,征集购买,1616
24279,清释迦牟尼佛像,清(1616~1911),雕塑、造像,三级,铜,通高11  座2.2,1,拣选,1616
24535,清祖师铜像,清(1616~1911),雕塑、造像,三级,铜,通高11.4 座高2.4,1,拣选,1616
1496,清浮雕蟠螭纹玉璧,清(1616~1911),玉石器、宝石,二级,宝玉石,径6,1,旧藏,1616
3288,清道光通宝铜钱,清(1616~1911),钱币,三级,铜,肉径2.53  好径0.57,1,旧藏,1616
3800,清江苏省光绪元宝 当制钱二十文铜元,清(1616~1911),钱币,三级,铜,径3.37 厚0.2,1,旧藏,1616
5592,清狮钮白寿山石印,清(1616~1911),玺印符牌,二级,宝玉石,长3.35 宽3.35 通钮高4.77,1,拨交,1616
6360,清浮雕苍龙教子白玉带钩,清(1616~1911),玉石器、宝石,二级,宝玉石,"长14.95,宽2.7,厚2.8",1,旧藏,1616
6616,清白玉坠,清(1616~1911),玉石器、宝石,三级,宝玉石,"长2.1,宽1.9，厚1.1",1,拨交,1616
6872,清浮雕花叶白玉杯,清(1616~1911),玉石器、宝石,二级,宝玉石,"高5.1,口径8.36,底径3.94",1,旧藏,1616
7640,清仿王文治行书立轴,清(1616~1911),书法、绘画,三级,纸,纵131.8 横34.7,1,旧藏,1616
11736,清顺治通宝铜钱,清(1616~1911),钱币,三级,铜,肉径：2.57   好径：0.7  厚：0.11,1,旧藏,1616
11992,清光绪通宝铜钱,清(1616~1911),钱币,三级,铜,肉径1.87    好径0.7   厚0.18,1,旧藏,1616
13272,民国骨串珠,清(1616~1911),牙骨角器,二级,骨角牙,,27,旧藏,1616
15064,清德保书诗稿册页,清(1616~1911),书法、绘画,三级,纸,纵25.3 横506,1,征集购买,1616
15320,清萧云从仿董源山水轴,清(1616~1911),书法、绘画,二级,纸,纵201.4 横47.2,1,征集购买,1616
17880,清何绍基行书七言联,清(1616~1911),书法、绘画,三级,纸,纵166.5横39.4,2,征集购买,1616
19160,清雍正款黄地青花大盘,清(1616~1911),瓷器,二级,瓷,高6.2  口径27.4   底径17.9,1,征集购买,1616
21208,清琥珀烟壶,清(1616~1911),玉石器、宝石,二级,其他有机质,高4.8 长径4.15 短径3,1,征集购买,1616
21720,明徐贲山水册页,清(1616~1911),书法、绘画,二级,纸,纵24.6横22.8,8,征集购买,1616
22488,清胡菊邻刻“子韶”石印,清(1616~1911),玺印符牌,二级,石,高6.27 宽2.45 厚2.45,1,征集购买,1616
23512,清陆恢河边春色团扇,清(1616~1911),书法、绘画,三级,其他有机质,纵25横25,1,征集购买,1616
23768,清麒麟影贴,清(1616~1911),皮革,三级,皮革,高37 宽25.5,1,征集购买,1616
24024,清铜无量寿佛,清(1616~1911),雕塑、造像,三级,铜,通高18 像高14.5,1,拣选,1616
24280,清菩萨坐像,清(1616~1911),雕塑、造像,三级,铜,通高11.5 座高2.8,1,拣选,1616
24536,清鎏金铜祖师像,清(1616~1911),雕塑、造像,三级,铜,通高19.5 座高3.5,1,拣选,1616
25048,清龙纹铜镜,清(1616~1911),铜器,三级,铜,直径15.8 厚0.5,1,拣选,1616
1241,清黄寿山石印,清(1616~1911),玺印符牌,二级,宝玉石,宽2.1 高3.7,1,旧藏,1616
1497,清钟形玉偑,清(1616~1911),玉石器、宝石,二级,宝玉石,高4.6 宽4.4,1,旧藏,1616
3289,清道光通宝铜钱,清(1616~1911),钱币,三级,铜,肉径2.52  好径0.58,1,旧藏,1616
3801,清江苏省光绪元宝 当制钱二十文铜元,清(1616~1911),钱币,三级,铜,径3.37 厚0.22,1,旧藏,1616
4313,清龙凤双喜绣纱帘,清(1616~1911),织绣,一级,丝,纵185.6 横98.8,2,旧藏,1616
4569,清查士标行书七绝诗轴,清(1616~1911),书法、绘画,二级,纸,纵215.4、横71.8,1,旧藏,1616
5593,清狮钮青田石印,清(1616~1911),玺印符牌,二级,宝玉石,长3.2 宽3.27 通钮高7.9,1,拨交,1616
6361,清浮雕蝉龙首青玉带钩,清(1616~1911),玉石器、宝石,二级,宝玉石,"长11.5,宽2.6,厚2.9",1,旧藏,1616
6617,清白玉坠,清(1616~1911),玉石器、宝石,二级,宝玉石,"长3.65,宽3.05，厚1.15",1,拨交,1616
6873,清白玉鹿,清(1616~1911),玉石器、宝石,二级,宝玉石,"长9.8,宽3.8,高6.6",1,旧藏,1616
7129,清愿君自发铜印,清(1616~1911),玺印符牌,三级,铜,印面1.8x1.7,1,拨交,1616
7385,清鱼龙纹双耳铜香炉,清(1616~1911),铜器,三级,其他无机质,高8.2、腹径13.8、口径13、底径9.95,1,旧藏,1616
