collectId,collectName,time,collectYear,collectType,collectLevel,collectTexture,detailSize,num,source
18524,金巡院款翻汉铜镜,金,金,铜器,二级,铜,直径10、厚0.45,2,拣选
18780,金“都统所”铜印,金,金,玺印符牌,二级,铜,通高3.9，印身7×7.4×1.4,1,拣选
20572,金冮官屯窑黑釉窑变斑陶双耳瓶,金,金,瓷器,二级,瓷,高18.1 腹径12.5 口径4.2 底径6.7,1,拨交
25180,金童子穿花纹铜镜,金,金,铜器,三级,铜,直径14.25 厚0.7,1,拣选
25436,金“福寿家安”铭文铜镜,金,金,铜器,三级,铜,直径11.3 厚0.2,1,拣选
349,金陶器残片,金,金,陶器,一般,陶,大:残存6X9X2.1,2,发掘
605,辽金铜垂饰品,辽,辽,铜器,三级,铜,螺旋形：高11.3，宽8.7，厚1.1。小形的：高3.8，宽2.8，厚0.9。,6,征集购买
3933,金白釉铁彩“风花雪月”四耳瓶,金,金,瓷器,二级,瓷,高31.7 腹径19.7 口径5.9 底径9,1,拨交
24669,金四童攀花纹铜镜,金,金,铜器,三级,铜,直径14.7 厚0.5,1,拣选
25181,金童子攀花纹铜镜,金,金,铜器,三级,铜,直径12.5 厚0.7,1,拣选
25437,金人物观瀑纹铜镜,金,金,铜器,三级,铜,通高17.7 直径9.2 厚0.4,1,拣选
25693,金四乳纹铜镜,金,金,铜器,三级,铜,直径13.1 厚0.7,1,拣选
350,金铁锤,金,金,铁器、其他金属器,二级,铁,长7.8  腹径2.3  孔径0.8,1,旧藏
606,辽金铜铃,辽,辽,交通、运输工具,三级,铜,大：直径3.8，小：直径3.5,3,征集购买
13662,辽金灰陶片,辽,辽,陶器,三级,陶,最大者存9.8*3.1*0.5；最小者存：5.2*3.3*0.6,4,发掘
18526,金铸镜局款双鱼纹铜镜,金,金,铜器,二级,铜,直径12、厚0.55,1,拣选
24670,金五童举花戏财纹铜镜,金,金,铜器,三级,铜,直径12.6 厚0.8,1,拣选
25182,金人物纹铜镜,金,金,铜器,三级,铜,直径7.4 厚0.3,1,拣选
25438,金仿唐瑞兽葡萄纹铜镜,金,金,铜器,三级,铜,直径12.8  厚0.9,1,拣选
351,金铁犁镜,金,金,铁器、其他金属器,三级,铁,1:存20.3*13*0.8  2:存20*9.3*0.4,2,旧藏
607,辽金铜鞭穗,辽,辽,铜器,三级,铜,长4.4，腹3.6。,1,征集购买
13663,金有孔陶器片,金,金,陶器,三级,陶,最大者存8.8*3.2*0.7；最小者存：6.2*3.3*0.7,3,发掘
17247,辽金和色月牙形砥石,辽,辽,石器、石刻、砖瓦,二级,石,长14.4 宽3.6 高3.5,2,采集
18527,金铜院款盘肠八卦纹铜镜,金,金,铜器,二级,铜,直径13.5、厚0.8,1,拣选
24671,金五童举花戏财纹铜镜,金,金,铜器,三级,铜,直径12.6 厚0.8,1,拣选
25439,金缠枝莲花纹铜镜,金,金,铜器,三级,铜,直径11.2  厚0.4,1,拣选
352,金铁铡刀,金,金,铁器、其他金属器,三级,铁,1:长59.3 刃宽11.2 板长9.5   2:长54  刃宽12 板长15.8,2,旧藏
7008,金铜素纹铜镜,金,金,铜器,三级,铜,直径10.75、厚0.6,1,拨交
13664,金灰陶片,金,金,陶器,三级,陶,最大者存8.6*3.8*0.6；最小者存：3.2*2.3*0.6,4,发掘
24672,金五童举花纹铜镜,金,金,铜器,三级,铜,直径11.2 厚0.4,1,拣选
24928,金仿汉四乳四禽纹铜镜,金,金,铜器,三级,铜,直径7.1 厚0.4,1,拣选
25184,金仿唐瑞兽葡萄纹铜镜,金,金,铜器,三级,铜,直径16.7 厚1.3,1,拣选
25440,金缠枝莲花纹铜镜,金,金,铜器,三级,铜,直径11.7  厚0.35,1,拣选
25696,金仿汉连弧铭文铜镜,金,金,铜器,三级,铜,直径13 厚0.5,1,拣选
353,金完颜希尹墓碑残块,金,金,石器、石刻、砖瓦,二级,石,存11.8*12.8*2.8,1,旧藏
13665,金陶器残耳,金,金,陶器,三级,陶,存6.6＊4＊2.4,1,发掘
17249,辽金短刃四棱体铁矛,辽,辽,铁器、其他金属器,二级,铁,长13.2 裤径3.3 刃长6.9,1,采集
18529,金铜院款双鱼纹铜镜,金,金,铜器,二级,铜,直径20.8、厚0.9,1,拣选
24673,金翻唐秦王四神纹铜镜,金,金,铜器,三级,铜,直径12.4 厚0.4,1,拣选
24929,金仿汉”家常富贵“铜镜,金,金,铜器,三级,铜,直径15.6 厚0.4,1,拣选
25185,金双龙纹铜镜,金,金,铜器,三级,铜,直径18.5 厚0.5,1,拣选
25441,金仿魏晋龙虎对峙纹铜镜,金,金,铜器,三级,铜,直径13.6 厚0.5,1,拣选
354,金兽面灰陶瓦当,金,金,石器、石刻、砖瓦,三级,砖瓦,存13.8*2.6,1,旧藏
610,辽金圆形凸起透雕铜具,辽,辽,铜器,三级,铜,直径3.5-6.7,4,征集购买
13666,金球形陶器,金,金,陶器,三级,陶,2.2＊2,1,发掘
17250,辽金锻制丁字形铁铲,辽,辽,铁器、其他金属器,二级,铁,长11.6 刃宽9.6 裤径2.8,2,采集
18530,金铜院款凤雁纹铜镜,金,金,铜器,三级,铜,直径11.3、厚0.54,2,拣选
22626,金褐釉盘残瓷片,金,金,瓷器,三级,瓷,1、13.2*8.5,2,接受捐赠
25698,金柳毅传书故事纹铜镜,金,金,铜器,三级,铜,直径17.1 厚0.5,1,拣选
355,金绿釉蟠龙纹瓦当残片,金,金,石器、石刻、砖瓦,三级,砖瓦,当径存13.8  厚2.8,1,旧藏
611,辽金顺头铜带具,辽,辽,铜器,三级,铜,长11 宽 4.5 厚2.5,5,征集购买
9059,金“铜院官造”款铜钹,金,金,乐器、法器,二级,铜,两件相同，高2.5、径10.3、厚0.1,2,旧藏
13667,金残灰板瓦,金,金,石器、石刻、砖瓦,三级,砖瓦,存长5.5-13.2,4,发掘
15715,辽金有孔铁斧,辽,辽,铁器、其他金属器,二级,铁,长14.4 宽6.6 厚22 刃宽7.1 孔3.5*12,1,拨交
17251,辽金铁器残片,辽,辽,铁器、其他金属器,二级,铁,存长14.1 宽1.6,5,采集
18531,金铜院款双鱼纹铜镜,金,金,铜器,二级,铜,直径14.1、厚0.8,2,拣选
25187,金仿唐瑞兽葡萄纹铜镜,金,金,铜器,三级,铜,直径13.5 厚0.9,1,拣选
25699,金仿唐瑞兽葡萄纹铜镜,金,金,铜器,三级,铜,直径19.6 厚0.8,1,拣选
356,金绿釉筒瓦残片,金,金,石器、石刻、砖瓦,一般,砖瓦,11.9X11.2X2.1,2,发掘
612,辽金穿带铜具,辽,辽,铜器,三级,铜,直径2.3-4.5,3,征集购买
7012,金人物铜柄镜,金,金,铜器,三级,铜,镜体14.7x13.1x0.5、柄长10.35、宽3.3,1,拨交
13668,金残灰板瓦,金,金,石器、石刻、砖瓦,三级,砖瓦,存长8.5-13.5,3,发掘
17252,辽金附加堆纹灰陶器残片,辽,辽,陶器,二级,陶,存长18.2 宽10.9,3,采集
18532,金山东款草花纹铜镜,金,金,铜器,三级,铜,直径9、厚0.5,1,拣选
25188,金双鱼纹铜镜,金,金,铜器,三级,铜,直径9 厚0.45,1,拣选
25444,金仿魏晋瑞兽纹铜镜,金,金,铜器,三级,铜,直径9.4 厚0.7,1,拣选
25700,金仿唐瑞兽葡萄纹铜镜,金,金,铜器,三级,铜,直径16.5 厚0.7,1,拣选
357,金黑釉双耳瓶,金,金,瓷器,三级,瓷,高14.2  腹径10  底径5.6,1,旧藏
613,辽金三环铜带具,辽,辽,铜器,三级,铜,长2.7，宽3.4，厚1.1,3,征集购买
13669,金残灰长方砖,金,金,石器、石刻、砖瓦,三级,砖瓦,较薄者最大的存23.3＊17.3＊4.7，较厚者最大的存17.9＊13＊6.5。,6,发掘
17253,辽金灰陶建筑构件,辽,辽,陶器,二级,陶,存宽14.2,4,采集
23909,金“王兴”款绿釉盆,金,金,瓷器,三级,瓷,"高8.3,口径31.7,底内径20.3",1,征集购买
24933,金双鱼纹铜镜,金,金,铜器,三级,铜,直径10.9 厚0.5,1,拣选
358,金黑釉双系罐,金,金,瓷器,三级,瓷,高14.8  腹径14.6  口径10  底径7.3,1,旧藏
13670,金残红砖,金,金,石器、石刻、砖瓦,三级,砖瓦,存长5.6-12.5,3,发掘
17254,辽金白釉瓷碗片,辽,辽,瓷器,二级,瓷,最大底径8.2,5,采集
24678,金仿汉四乳虺纹铜镜,金,金,铜器,三级,铜,直径8.7 厚0.3,1,拣选
24934,金双鱼纹铜镜,金,金,铜器,三级,铜,直径10.7 厚0.6,1,拣选
25190,金双鱼纹铜镜,金,金,铜器,三级,铜,直径13.3 厚0.6,1,拣选
25446,金达摩过海纹铜镜,金,金,铜器,三级,铜,直径7 厚0.3,1,拣选
359,金黑釉瓷瓶,金,金,瓷器,二级,瓷,高19.7  腹径5.5  腹径12.4  底径16.1,1,旧藏
615,金黑釉双耳缸,金,金,瓷器,三级,瓷,口径40.2，高35，腹径44.4,1,征集购买
13671,金烧土块,金,金,陶器,三级,陶,nan,2,发掘
18535,金官款兽纹铜镜,金,金,铜器,三级,铜,直径6.95、厚0.54,1,拣选
24679,金仿家常富贵四乳铭文铜镜,金,金,铜器,三级,铜,直径15.1 厚0.4,1,拣选
24935,金柳毅传书人物故事纹铜镜,金,金,铜器,三级,铜,直径10.1 厚0.4,1,拣选
25703,金双龙纹铜镜,金,金,铜器,三级,铜,直径18.15 厚0.5,1,拣选
360,金黑釉瓷碗,金,金,瓷器,三级,瓷,高7.8  口径10.7  底径5.1  厚0.4,1,旧藏
616,辽金玻璃手镯残片,辽,辽,玻璃器,三级,玻璃,nan,5,征集购买
13672,金暗绿釉陶器残片,金,金,陶器,三级,陶,最大者存8.8*3.2*0.6；最小者存：2.2*1.3*0.3,7,发掘
18536,金官款双龙火珠方形铜镜,金,金,铜器,三级,铜,直径7.6x7.7、厚0.47,1,拣选
24680,金仙鹤人物故事纹铜镜,金,金,铜器,三级,铜,直径8.1,1,拣选
24936,金缠枝莲纹铜镜,金,金,铜器,三级,铜,直径12 厚0.4,1,拣选
25192,金缠枝莲纹铜镜,金,金,铜器,三级,铜,直径11.6 厚0.7,1,拣选
25448,金缠枝莲花纹铜镜,金,金,铜器,三级,铜,直径11.6  厚0.6,1,拣选
25704,金双鱼纹铜镜,金,金,铜器,三级,铜,直径19 厚0.6,1,拣选
361,金白釉铁彩双耳小罐,金,金,瓷器,三级,瓷,高5.4  口径5.7  腹径8.5   底径4.4,1,旧藏
8041,金灰绿釉双耳陶瓶,金,金,陶器,三级,陶,高28.7  腹径15.1  口径7.6  底径5.9,1,旧藏
13673,金各色釉瓷缸、罐残片,金,金,瓷器,一般,瓷,2.5*3.2,4,采集
18537,金官款双童采荷纹铜镜,金,金,铜器,二级,铜,直径9.7、厚0.49,1,拣选
24681,金仿汉连弧铭带纹铜镜,金,金,铜器,三级,铜,直径13 厚0.5,1,拣选
25449,金柳毅传书故事纹铜镜,金,金,铜器,三级,铜,直径11,1,拣选
25705,金双鱼纹铜镜,金,金,铜器,三级,铜,直径22.2 厚0.9,1,拣选
362,金褐釉瓷盘,金,金,瓷器,三级,瓷,口径13.8  底径5.8  高3.8,1,旧藏
13674,金黑釉罐残片,金,金,瓷器,三级,瓷,1：7.5*0.5；2：5.1*2.5,2,发掘
18538,金官款双鱼纹铜镜,金,金,铜器,二级,铜,直径10.7、厚0.56；直径10.8、厚0.63；直径10.8、厚0.52,3,拣选
24682,金仿汉昭明纹铜镜,金,金,铜器,三级,铜,直径10.5 厚0.4,1,拣选
25450,金缠枝莲花纹铜镜,金,金,铜器,三级,铜,直径12.1  厚0.5,1,拣选
363,金钧釉紫斑直壁钵,金,金,瓷器,三级,瓷,口径9   底径4.7   高5,1,旧藏
7019,金瑞花菱花纹铜镜,金,金,铜器,二级,铜,直径15.3、厚0.4,1,拨交
13675,金白釉黑彩花纹瓷残片,金,金,瓷器,三级,瓷,最大者存8.8*3.9*0.6；最小者存：4.7*3.1*0.6,4,发掘
18539,金官款铜镜,金,金,铜器,二级,铜,直径9.75、厚0.5,2,拣选
24683,金缠枝莲纹铜镜,金,金,铜器,三级,铜,直径11 厚0.4,1,拣选
25451,金葵花形许由巢父故事纹铜镜,金,金,铜器,三级,铜,直径13.9  厚0.5,1,拣选
364,金白釉瓷碗,金,金,瓷器,三级,瓷,高6.3  口径20.3  底径7.6,1,旧藏
18540,金官款翻魏晋三兽纹铜镜,金,金,铜器,三级,铜,直径9.1、厚0.5,2,拣选
24940,金仿汉连弧铭带纹铜镜,金,金,铜器,三级,铜,直径9.6 厚0.3,1,拣选
25452,金仿汉连弧铭文铜镜,金,金,铜器,三级,铜,直径8.7 厚0.5,1,拣选
365,金白釉小碗,金,金,瓷器,一般,瓷,口径8.7、底径4.4、高4.6,1,发掘
2157,金绿釉陶诗文枕,金,金,陶器,二级,陶,高9.2 长27.9  宽14.1,1,旧藏
18541,金官款翻魏晋三兽纹铜镜,金,金,铜器,三级,铜,直径8.6、厚0.44,2,拣选
24941,金海兽云纹铜镜,金,金,铜器,三级,铜,直径9.2 厚0.4,1,拣选
25453,金缠枝莲花纹铜镜,金,金,铜器,三级,铜,直径11.1  厚0.4,1,拣选
25709,金双龙纹铜镜,金,金,铜器,三级,铜,直径18.8 厚0.7,1,拣选
366,金海兽葡萄纹铜镜,金,金,铜器,三级,铜,径14.4  厚1.4,1,旧藏
13678,金红陶瓦残片,金,金,石器、石刻、砖瓦,三级,砖瓦,直径约13.8，厚1.4。,3,发掘
18542,金官款翻魏晋三兽纹铜镜,金,金,铜器,三级,铜,直径9、厚0.56,2,拣选
23662,金六耳铁锅,金,金,铁器、其他金属器,三级,铁,高23.4，口径38.4，带耳腹径49.2,1,征集购买
24686,金双鱼纹铜镜,金,金,铜器,三级,铜,直径10.7 缘厚0.6,1,拣选
24942,金海兽云纹铜镜,金,金,铜器,三级,铜,直径9.5 厚0.5,1,拣选
25454,金柳毅传书故事纹铜镜,金,金,铜器,三级,铜,直径11 厚0.8,1,拣选
367,辽金白瓷片,辽,辽,瓷器,一般,瓷,5.7、3.4、4.4,5,采集
7023,金双童采莲纹铜镜,金,金,铜器,三级,铜,直径9、厚0.5,1,拨交
13679,金粗瓷器底,金,金,瓷器,三级,瓷,存7.1＊2.4,1,发掘
14447,金代瓷片,金,金,瓷器,三级,瓷,最大残长9,6,采集
18543,金官款草花纹铜镜,金,金,铜器,三级,铜,直径9.2、厚0.6,2,拣选
23663,金代铜引罄,金,金,铜器,二级,铜,高10.8  口径20.1  腹21.1,1,拨交
24687,金双童采莲纹铜镜,金,金,铜器,三级,铜,直径9.8 厚0.4,1,拣选
24943,金童子采莲纹铜镜,金,金,铜器,三级,铜,直径9.2 厚0.45,1,拣选
25455,金柳毅传书故事纹铜镜,金,金,铜器,三级,铜,直径11.3 厚0.45,1,拣选
25711,金双鱼纹铜镜,金,金,铜器,三级,铜,直径21.8 厚0.9,1,拣选
18544,金官款吴牛喘月故事铜镜,金,金,铜器,二级,铜,直径11.2、厚0.55,3,拣选
23664,金代铜法铃,金,金,乐器、法器,二级,铜,高20.8  口径10.7  筒高12.2  柄长15.6,1,拨交
24688,金双童采莲纹铜镜,金,金,铜器,三级,铜,直径9.8 厚0.4,1,拣选
25200,金双鱼纹铜镜,金,金,铜器,三级,铜,直径10.75 厚0.5,1,拣选
25456,金犀牛望月动物纹铜镜,金,金,铜器,三级,铜,直径9.1 厚0.4,1,拣选
25712,金双龙纹铜镜,金,金,铜器,三级,铜,直径16.7 厚0.5,1,拣选
369,辽金赭绿釉瓷器片,辽,辽,瓷器,一般,瓷,最大长4.5、6.2、4.0,3,采集
7025,金双龙纹八楞铜镜,金,金,铜器,三级,铜,直径10.5、厚0.4,1,拨交
13681,金残铜器,金,金,铜器,三级,铜,存长1.1-6.8,5,发掘
18545,金官款四凤云纹铜镜,金,金,铜器,二级,铜,直径10.5、厚0.75,2,拣选
23665,金代海螺号,金,金,其他,二级,其他动物质,高9.7  长27.1,1,拨交
24689,金双龙纹铜镜,金,金,铜器,三级,铜,直径18.4 厚0.7,1,拣选
25201,金双龙纹铜镜,金,金,铜器,三级,铜,nan,1,拣选
370,辽金陶器残片,辽,辽,陶器,一般,陶,4.2、6.1、3.0,15,采集
7026,金双龙纹铜镜,金,金,铜器,一级,铜,直径22.2、厚1.1,1,拨交
13682,金残锢炉铜块,金,金,铜器,三级,铜,1：5.4＊4.8＊1.6，2：5.6＊2.8＊0.35。,2,发掘
18546,金官款素铜镜,金,金,铜器,三级,铜,直径10.65、厚0.37,2,拣选
23666,金代铜钹,金,金,铜器,二级,铜,径45 钮径15.25  钮高5.4,1,拨交
24946,金双鱼纹铜镜,金,金,铜器,三级,铜,直径9 厚0.4,1,拣选
25202,金缠枝莲花纹铜镜,金,金,铜器,三级,铜,直径9.7 厚0.5,1,拣选
371,辽金灰陶建筑砖残片,辽,辽,石器、石刻、砖瓦,一般,砖瓦,存9.8X6.3X2.5,2,采集
7027,金双龙纹铜镜,金,金,铜器,二级,铜,直径21.6、厚0.7,1,拨交
7283,金行军万户户字号之印铜印,金,金,玺印符牌,二级,铜,印6.2x6.05x1.73、钮2.95x3.22x1.43,1,旧藏
13683,金残铜器,金,金,铜器,三级,铜,1：6.7＊4.5＊0.15，2：2.4＊1.5＊0.15。,2,发掘
18547,金官款仙人纹铜镜,金,金,铜器,三级,铜,直径11.25、厚0.7,1,拣选
23667,金代铜钹,金,金,铜器,二级,铜,径28.1 钮径17.8  钮高6.7,1,拨交
24947,金双鱼纹铜镜,金,金,铜器,三级,铜,直径10.8 厚0.5,1,拣选
25459,金仿唐瑞兽葡萄纹铜镜,金,金,铜器,三级,铜,直径13.2,1,拣选
372,辽金灰陶建筑砖残片,辽,辽,石器、石刻、砖瓦,一般,砖瓦,存长8.5、宽5.4、高5.3,1,采集
2164,金白釉黑花四系瓷瓶,金,金,瓷器,二级,瓷,高30.2 腹径16.4 口径5.2 底径8.7,1,旧藏
7028,金双鱼纹铜镜,金,金,铜器,三级,铜,直径10.6、厚0.45,1,旧藏
7284,金来远军印铜印,金,金,玺印符牌,二级,铜,印6.3x6.35x1.6、钮3.1x3.4x1.7,1,旧藏
13684,金琉璃簪残段,金,金,玻璃器,三级,玻璃,存长1.4，径0.4。,1,发掘
14452,辽金红陶残瓦,辽,辽,陶器,三级,砖瓦,最大残长9,2,采集
18548,金许由巢父故事铜镜,金,金,铜器,二级,铜,直径14.4、厚0.56,1,拣选
25204,金长柄童子采莲纹铜镜,金,金,铜器,三级,铜,通高16.4 直径8.3 厚0.35,1,拣选
373,辽金白瓷残片,辽,辽,瓷器,一般,瓷,7.5、5.4、3.3,40,采集
2165,金白釉黑花四系瓷瓶,金,金,瓷器,二级,瓷,高24 腹径16.1 口径4.9 底径7.5,1,旧藏
7029,宋瑞花纹铜镜,金,金,铜器,二级,铜,直径12.35、厚0.2,1,旧藏
7285,金阿设罕谋克印铜印,金,金,玺印符牌,二级,铜,印6x6.1x1.8、钮3.8x3.6x1.7,1,旧藏
13685,金残铜环,金,金,铜器,三级,铜,环径3.3，厚0.35。,1,发掘
18549,金飞鸟云纹铜挂镜,金,金,铜器,三级,铜,直径6.8、通鼻直径7.4、厚0.38,1,拣选
374,辽金黑釉茶绿釉器残片,辽,辽,瓷器,一般,瓷,最大径6.5、5.6、3,15,采集
2166,金白釉铁彩涡旋纹瓷四系瓶,金,金,瓷器,二级,瓷,高23.6 腹径15.3 底径7.4,1,旧藏
13686,金蚌壳,金,金,牙骨角器,一般,骨角牙,4.9*3.7*1.2,1,采集
18550,金翻魏晋三兽纹铜镜,金,金,铜器,三级,铜,直径9.1、厚0.45,1,拣选
24950,金柳毅传书人物故事纹铜镜,金,金,铜器,三级,铜,直径10.9 厚0.8,1,拣选
25206,金柳毅传书人物故事纹铜镜,金,金,铜器,三级,铜,直径10.8 厚0.9,1,拣选
375,辽金绿釉器残片,辽,辽,瓷器,一般,瓷,存2.1X1.3X0.3,1,采集
7287,金天字号行军万户所印铜印,金,金,玺印符牌,二级,铜,印6.65x6.6x1.2、钮3.6x3.65x1.1,1,旧藏
13687,金砥石,金,金,石器、石刻、砖瓦,三级,石,长8.4，宽4.6，厚1.7。,1,发掘
18551,金双凤纹铜镜,金,金,铜器,三级,铜,直径12.2、厚0.4,1,拣选
24695,金缠枝莲纹铜镜,金,金,铜器,三级,铜,直径：11.3   厚：0.4,1,拣选
24951,金月宫纹铜镜,金,金,铜器,三级,铜,直径8.4 厚0.3,1,拣选
25463,金仿汉连弧铭文铜镜,金,金,铜器,三级,铜,直径14 厚0.6,1,拣选
376,辽金白瓷片,辽,辽,瓷器,一般,瓷,存2.2X1.1X0.2,29,采集
2168,金绿釉黑花瓷四系瓷瓶,金,金,瓷器,二级,瓷,高28.6 腹径16.95 口径6.6 底径7.8,1,旧藏
24696,金五童举花戏财纹铜镜,金,金,铜器,三级,铜,直径：12.5   厚：0.8,1,拣选
24952,金素面纹铜镜,金,金,铜器,三级,铜,直径13 厚0.5,1,拣选
25208,金水浪莲花纹铜镜,金,金,铜器,三级,铜,直径11.9 厚0.45,1,拣选
25464,金缠枝莲花纹铜镜,金,金,铜器,三级,铜,直径11.6  厚0.4,1,拣选
377,辽金白釉铁彩瓷片,辽,辽,瓷器,一般,瓷,存2.3X3.1X0.3,37,采集
14457,金黑釉多孔器,金,金,瓷器,三级,瓷,高8.3X9.2X9,1,采集
18553,金双狮戏球纹铜镜,金,金,铜器,三级,铜,直径8.1、厚0.4,1,拣选
24953,金弦纹铜镜,金,金,铜器,三级,铜,直径10.5 厚0.5,1,拣选
25209,金双鱼纹铜镜,金,金,铜器,三级,铜,直径8.6 厚0.4,1,拣选
25465,金缠枝莲纹铜镜,金,金,铜器,三级,铜,直径11  厚0.3,1,拣选
25721,金人物故事纹铜镜,金,金,铜器,三级,铜,直径13.35 厚0.5,1,拣选
378,辽金杂色瓷片,辽,辽,瓷器,一般,瓷,存6.3X2.1X0.2,23,采集
2170,金白釉黑花瓷罐,金,金,瓷器,三级,瓷,高16.4 口径11.1 腹径13.8 底径6.4,1,旧藏
24698,金缠枝莲纹铜镜,金,金,铜器,三级,铜,直径：11.6   厚：0.13,1,拣选
379,金钧釉瓷片,金,金,瓷器,一般,瓷,存4.3X2.2X0.3,3,采集
2171,金黑釉弦纹梅瓶,金,金,瓷器,三级,瓷,高28.7 口径4.5 腹径14.6 底径9.4,1,旧藏
7035,辽六花纹铜镜,金,金,铜器,二级,铜,直径22.8、厚0.65,1,旧藏
7291,金提控之印铜印,金,金,玺印符牌,二级,铜,印6.47x6.7x1.58、钮3.3x3.8x1.6,1,旧藏
19067,金钧釉窑变紫斑瓷碟,金,金,瓷器,三级,瓷,高3.2 口径15.4 底径5.1,1,征集购买
25211,金双鱼纹铜镜,金,金,铜器,三级,铜,直径9.82 厚0.35,1,拣选
2172,金黑釉瓷梅瓶,金,金,瓷器,三级,瓷,高31.6 口径5.8 腹径15.6 底径8.3,1,旧藏
7292,金都统所印铜印,金,金,玺印符牌,二级,铜,印6.3x6.4x1.5、钮2.95x3.2x1.4,1,旧藏
18556,金女真文款翻魏晋三兽纹铜镜,金,金,铜器,三级,铜,直径8.8、厚0.6,1,拣选
24700,金仿汉家常富贵纹铜镜,金,金,铜器,三级,铜,直径：9.9,1,拣选
25468,金博矩纹铜镜,金,金,铜器,三级,铜,直径15.6,1,拣选
25724,金仿魏晋龙虎对峙纹铜镜,金,金,铜器,三级,铜,直径13.8 厚0.7,1,拣选
2173,金褐绿釉瓷梅瓶,金,金,瓷器,三级,瓷,高26.2 口径4.7 腹径13.2 底径9.2,1,旧藏
13693,金鹿角残件,金,金,牙骨角器,三级,骨角牙,nan,1,发掘
15997,金定窑复莲瓣纹瓷灯台,金,金,瓷器,三级,瓷,高20  口径4.3 底径14.3,1,征集购买
18557,金女真文款翻魏晋三兽纹铜镜,金,金,铜器,三级,铜,直径9、厚0.5,1,拣选
22653,金钧釉窑变紫斑小碗,金,金,瓷器,三级,瓷,高6.3 口径12.8 底径4.1,1,拨交
24701,金仿汉四神博局纹铜镜,金,金,铜器,三级,铜,直径：9.8  厚;0.4,1,拣选
24957,金人物观瀑纹铜镜,金,金,铜器,三级,铜,直径9.2 厚0.3,1,拣选
382,辽金灰陶残片,辽,辽,陶器,三级,陶,口径61  高26.8   厚0.8  底径32.5,11,旧藏
2174,金黑釉窑变座瓷瓶,金,金,瓷器,二级,瓷,高20.8 腹径8.7 口径5.8 底径9.1,1,旧藏
7038,金鱼龙纹铜柄镜,金,金,铜器,三级,铜,镜体10.7x9.3x0.5、柄长8.4、宽2.8,1,旧藏
8062,金黑釉三耳陶瓶,金,金,陶器,三级,陶,高24  腹径13.5  口径4.5  底径7,1,旧藏
9342,金残铁铡刀,金,金,铁器、其他金属器,二级,铁,全长67.9、刃长44.6、刃宽14、刃厚1.8,1,旧藏
13694,金兽骨残件,金,金,牙骨角器,一般,骨角牙,5.8*6.3,1,发掘
18558,金女真字款鱼龙纹铜镜,金,金,铜器,二级,铜,15.4x15.3、厚0.3,1,拣选
24702,金仿汉四神博局纹铜镜,金,金,铜器,三级,铜,直径：14.8  厚;0.5,1,拣选
25726,金童子采莲铜镜,金,金,铜器,三级,铜,直径8.9 厚0.4,1,拣选
2175,金黑釉窑变瓷玉壶春瓶,金,金,瓷器,二级,瓷,高27.5 腹径16.8 口径6.7 底径10,1,旧藏
8063,金黑瓷把壶,金,金,瓷器,二级,瓷,存高10.7 腹径10.7  存口径4.2 底径5.5,1,旧藏
13695,金炭化粮粒、果核、高梁秸,金,金,其他,三级,其他有机质,nan,1,发掘
24703,金弦纹铜镜,金,金,铜器,三级,铜,直径：10.7   厚;0.5,1,拣选
24959,金童子举花戏财纹铜镜,金,金,铜器,三级,铜,直径12.5 厚0.9,1,拣选
25215,金童子樊花纹铜镜,金,金,铜器,三级,铜,直径12 厚0.4,1,拣选
25471,金仿汉四乳八禽纹铜镜,金,金,铜器,三级,铜,直径8.6 厚0.5,1,拣选
25727,金柳毅传说故事纹铜镜,金,金,铜器,三级,铜,直径10.9 厚0.8,1,拣选
384,辽金白釉铁彩瓷片,辽,辽,瓷器,一般,瓷,存6.5X3.4X0.2,28,采集
2176,金白釉黑花大瓷罐,金,金,瓷器,三级,瓷,高51 口径19 腹径41.8 底径15,1,旧藏
3712,金泰和重宝铜钱,金,金,钱币,二级,铜,肉径4.49 好径1.27 厚0.3,1,旧藏
13696,金残铁锅,金,金,铁器、其他金属器,三级,铁,口径52，高33.1。,1,采集
18560,金仿汉四神博局纹铜镜,金,金,铜器,二级,铜,直径20、厚0.95,1,拣选
24704,金人物故事纹铜镜,金,金,铜器,三级,铜,直径：7.4   厚;0.3,1,拣选
24960,金六出葵瓣形童子攀花纹铜镜,金,金,铜器,三级,铜,直径14.35 厚0.6,1,拣选
25216,金仿唐瑞兽葡萄纹铜镜,金,金,铜器,三级,铜,直径10 厚0.8,1,拣选
25728,金仿汉连弧铭文铜镜,金,金,铜器,三级,铜,直径13 厚0.5,1,拣选
385,辽金青釉瓷片,辽,辽,瓷器,一般,瓷,存6.5X4.4X0.1,6,采集
13697,金残三叉铁器,金,金,铁器、其他金属器,三级,铁,全长19.1，銎长10.6。,1,发掘
18561,金花押款双鱼纹铜镜,金,金,铜器,三级,铜,直径19.1、厚0.95,1,拣选
24705,金六出葵口人物故事纹铜镜,金,金,铜器,三级,铜,直径：8   厚;0.3,1,拣选
24961,金八棱形童子攀花纹铜镜,金,金,铜器,三级,铜,直径12.6,1,拣选
386,辽金杂色陶瓷片,辽,辽,瓷器,一般,瓷,存8.5X5.4X0.3,10,采集
2178,金黑釉双系瓷罐,金,金,瓷器,二级,瓷,高8.5 腹径11.1 口径8.5 底径5.6,1,旧藏
